id_employee, salary ,salary_currency, salary_in_usd 
2533," 180,000.00 ",USD," 180,000.00 "
2534," 160,000.00 ",USD," 160,000.00 "
2535," 130,000.00 ",USD," 130,000.00 "
2536," 180,000.00 ",USD," 180,000.00 "
2537," 162,000.00 ",USD," 162,000.00 "
2538," 185,000.00 ",USD," 185,000.00 "
2539," 79,600.00 ",USD," 79,600.00 "
2540," 164,640.00 ",USD," 164,640.00 "
2541," 131,712.00 ",USD," 131,712.00 "
2542," 74,800.00 ",USD," 74,800.00 "
2543," 63,600.00 ",USD," 63,600.00 "
2544," 138,510.00 ",USD," 138,510.00 "
2545," 95,490.00 ",USD," 95,490.00 "
2546," 75,000.00 ",GBP," 92,280.00 "
2547," 55,000.00 ",GBP," 67,672.00 "
2548," 280,000.00 ",USD," 280,000.00 "
2549," 160,000.00 ",USD," 160,000.00 "
2550," 170,000.00 ",USD," 170,000.00 "
2551," 140,000.00 ",USD," 140,000.00 "
2552," 137,500.00 ",USD," 137,500.00 "
2553," 81,500.00 ",USD," 81,500.00 "
2554," 253,792.00 ",USD," 253,792.00 "
2555," 158,620.00 ",USD," 158,620.00 "
2556," 259,900.00 ",USD," 259,900.00 "
2557," 139,200.00 ",USD," 139,200.00 "
2558," 96,000.00 ",GBP," 118,118.00 "
2559," 65,000.00 ",GBP," 79,976.00 "
2560," 293,000.00 ",USD," 293,000.00 "
2561," 185,000.00 ",USD," 185,000.00 "
2562," 180,000.00 ",USD," 180,000.00 "
2563," 90,000.00 ",USD," 90,000.00 "
2564," 165,000.00 ",USD," 165,000.00 "
2565," 115,500.00 ",USD," 115,500.00 "
2566," 110,000.00 ",USD," 110,000.00 "
2567," 70,000.00 ",USD," 70,000.00 "
2568," 142,000.00 ",USD," 142,000.00 "
2569," 102,000.00 ",USD," 102,000.00 "
2570," 141,600.00 ",USD," 141,600.00 "
2571," 121,400.00 ",USD," 121,400.00 "
2572," 240,000.00 ",USD," 240,000.00 "
2573," 170,000.00 ",USD," 170,000.00 "
2574," 222,200.00 ",USD," 222,200.00 "
2575," 136,000.00 ",USD," 136,000.00 "
2576," 55,000.00 ",USD," 55,000.00 "
2577," 49,000.00 ",USD," 49,000.00 "
2578," 135,000.00 ",USD," 135,000.00 "
2579," 110,000.00 ",USD," 110,000.00 "
2580," 200,000.00 ",USD," 200,000.00 "
2581," 180,000.00 ",USD," 180,000.00 "
2582," 200,000.00 ",GBP," 246,080.00 "
2583," 150,000.00 ",GBP," 184,560.00 "
2584," 168,000.00 ",USD," 168,000.00 "
2585," 130,000.00 ",USD," 130,000.00 "
2586," 105,000.00 ",USD," 105,000.00 "
2587," 70,000.00 ",USD," 70,000.00 "
2588," 105,000.00 ",USD," 105,000.00 "
2589," 100,000.00 ",USD," 100,000.00 "
2590," 243,000.00 ",USD," 243,000.00 "
2591," 152,000.00 ",USD," 152,000.00 "
2592," 167,500.00 ",USD," 167,500.00 "
2593," 106,500.00 ",USD," 106,500.00 "
2594," 65,000.00 ",GBP," 79,976.00 "
2595," 115,600.00 ",USD," 115,600.00 "
2596," 79,700.00 ",USD," 79,700.00 "
2597," 281,700.00 ",USD," 281,700.00 "
2598," 141,100.00 ",USD," 141,100.00 "
2599," 173,100.00 ",USD," 173,100.00 "
2600," 86,900.00 ",USD," 86,900.00 "
2601," 258,700.00 ",USD," 258,700.00 "
2602," 133,800.00 ",USD," 133,800.00 "
2603," 120,000.00 ",USD," 120,000.00 "
2604," 85,000.00 ",USD," 85,000.00 "
2605," 225,300.00 ",USD," 225,300.00 "
2606," 197,400.00 ",USD," 197,400.00 "
2607," 157,000.00 ",USD," 157,000.00 "
2608," 125,000.00 ",USD," 125,000.00 "
2609," 208,000.00 ",USD," 208,000.00 "
2610," 134,000.00 ",USD," 134,000.00 "
2611," 140,000.00 ",USD," 140,000.00 "
2612," 65,000.00 ",USD," 65,000.00 "
2613," 258,700.00 ",USD," 258,700.00 "
2614," 160,000.00 ",USD," 160,000.00 "
2615," 258,700.00 ",USD," 258,700.00 "
2616," 188,200.00 ",USD," 188,200.00 "
2617," 40,000.00 ",GBP," 49,216.00 "
2618," 40,000.00 ",GBP," 49,216.00 "
2619," 110,000.00 ",USD," 110,000.00 "
2620," 73,400.00 ",USD," 73,400.00 "
2621," 183,414.00 ",USD," 183,414.00 "
2622," 183,414.00 ",USD," 183,414.00 "
2623," 130,000.00 ",USD," 130,000.00 "
2624," 97,200.00 ",USD," 97,200.00 "
2625," 299,000.00 ",USD," 299,000.00 "
2626," 187,000.00 ",USD," 187,000.00 "
2627," 204,500.00 ",USD," 204,500.00 "
2628," 66,000.00 ",USD," 66,000.00 "
2629," 190,000.00 ",USD," 190,000.00 "
2630," 140,000.00 ",USD," 140,000.00 "
2631," 170,200.00 ",USD," 170,200.00 "
2632," 83,900.00 ",USD," 83,900.00 "
2633," 130,000.00 ",USD," 130,000.00 "
2634," 101,570.00 ",USD," 101,570.00 "
2635," 177,000.00 ",USD," 177,000.00 "
2636," 118,000.00 ",USD," 118,000.00 "
2637," 234,500.00 ",USD," 234,500.00 "
2638," 127,000.00 ",USD," 127,000.00 "
2639," 170,000.00 ",AUD," 114,979.00 "
2640," 287,500.00 ",USD," 287,500.00 "
2641," 168,000.00 ",USD," 168,000.00 "
2642," 155,000.00 ",USD," 155,000.00 "
2643," 140,000.00 ",USD," 140,000.00 "
2644," 230,000.00 ",USD," 230,000.00 "
2645," 180,000.00 ",USD," 180,000.00 "
2646," 153,000.00 ",USD," 153,000.00 "
2647," 136,000.00 ",USD," 136,000.00 "
2648," 93,918.00 ",USD," 93,918.00 "
2649," 51,962.00 ",USD," 51,962.00 "
2650," 254,000.00 ",USD," 254,000.00 "
2651," 200,000.00 ",USD," 200,000.00 "
2652," 214,500.00 ",USD," 214,500.00 "
2653," 134,500.00 ",USD," 134,500.00 "
2654," 136,000.00 ",USD," 136,000.00 "
2655," 104,000.00 ",USD," 104,000.00 "
2656," 110,000.00 ",USD," 110,000.00 "
2657," 90,000.00 ",USD," 90,000.00 "
2658," 145,000.00 ",USD," 145,000.00 "
2659," 115,000.00 ",USD," 115,000.00 "
2660," 143,000.00 ",USD," 143,000.00 "
2661," 117,000.00 ",USD," 117,000.00 "
2662," 216,000.00 ",USD," 216,000.00 "
2663," 184,000.00 ",USD," 184,000.00 "
2664," 324,000.00 ",USD," 324,000.00 "
2665," 159,000.00 ",USD," 159,000.00 "
2666," 130,000.00 ",USD," 130,000.00 "
2667," 110,000.00 ",USD," 110,000.00 "
2668," 60,000.00 ",GBP," 73,824.00 "
2669," 45,000.00 ",GBP," 55,368.00 "
2670," 370,000.00 ",USD," 370,000.00 "
2671," 200,000.00 ",USD," 200,000.00 "
2672," 275,300.00 ",USD," 275,300.00 "
2673," 183,500.00 ",USD," 183,500.00 "
2674," 230,000.00 ",USD," 230,000.00 "
2675," 196,000.00 ",USD," 196,000.00 "
2676," 253,000.00 ",USD," 253,000.00 "
2677," 172,040.00 ",USD," 172,040.00 "
2678," 234,000.00 ",USD," 234,000.00 "
2679," 178,000.00 ",USD," 178,000.00 "
2680," 164,000.00 ",USD," 164,000.00 "
2681," 130,000.00 ",USD," 130,000.00 "
2682," 109,238.00 ",USD," 109,238.00 "
2683," 68,274.00 ",USD," 68,274.00 "
2684," 53,000.00 ",EUR," 57,223.00 "
2685," 48,000.00 ",EUR," 51,824.00 "
2686," 80,800.00 ",USD," 80,800.00 "
2687," 53,800.00 ",USD," 53,800.00 "
2688," 258,900.00 ",USD," 258,900.00 "
2689," 176,080.00 ",USD," 176,080.00 "
2690," 57,500.00 ",GBP," 70,748.00 "
2691," 54,500.00 ",GBP," 67,056.00 "
2692," 120,000.00 ",USD," 120,000.00 "
2693," 110,000.00 ",USD," 110,000.00 "
2694," 309,000.00 ",USD," 309,000.00 "
2695," 142,000.00 ",USD," 142,000.00 "
2696," 201,650.00 ",USD," 201,650.00 "
2697," 124,600.00 ",USD," 124,600.00 "
2698," 65,000.00 ",USD," 65,000.00 "
2699," 60,000.00 ",USD," 60,000.00 "
2700," 132,100.00 ",USD," 132,100.00 "
2701," 68,400.00 ",USD," 68,400.00 "
2702," 145,000.00 ",USD," 145,000.00 "
2703," 110,000.00 ",USD," 110,000.00 "
2704," 160,000.00 ",USD," 160,000.00 "
2705," 140,000.00 ",USD," 140,000.00 "
2706," 87,500.00 ",USD," 87,500.00 "
2707," 62,500.00 ",USD," 62,500.00 "
2708," 142,000.00 ",USD," 142,000.00 "
2709," 128,000.00 ",USD," 128,000.00 "
2710," 160,000.00 ",USD," 160,000.00 "
2711," 130,000.00 ",USD," 130,000.00 "
2712," 155,000.00 ",USD," 155,000.00 "
2713," 139,500.00 ",USD," 139,500.00 "
2714," 202,800.00 ",USD," 202,800.00 "
2715," 104,300.00 ",USD," 104,300.00 "
2716," 221,000.00 ",USD," 221,000.00 "
2717," 129,000.00 ",USD," 129,000.00 "
2718," 259,000.00 ",USD," 259,000.00 "
2719," 138,750.00 ",USD," 138,750.00 "
2720," 120,000.00 ",USD," 120,000.00 "
2721," 100,000.00 ",USD," 100,000.00 "
2722," 155,000.00 ",USD," 155,000.00 "
2723," 130,000.00 ",USD," 130,000.00 "
2724," 247,300.00 ",USD," 247,300.00 "
2725," 139,700.00 ",USD," 139,700.00 "
2726," 215,000.00 ",USD," 215,000.00 "
2727," 182,750.00 ",USD," 182,750.00 "
2728," 248,100.00 ",USD," 248,100.00 "
2729," 145,900.00 ",USD," 145,900.00 "
2730," 207,000.00 ",USD," 207,000.00 "
2731," 141,000.00 ",USD," 141,000.00 "
2732," 90,000.00 ",USD," 90,000.00 "
2733," 55,000.00 ",USD," 55,000.00 "
2734," 247,300.00 ",USD," 247,300.00 "
2735," 139,700.00 ",USD," 139,700.00 "
2736," 36,000.00 ",USD," 36,000.00 "
2737," 300,000.00 ",USD," 300,000.00 "
2738," 100,000.00 ",USD," 100,000.00 "
2739," 300,000.00 ",USD," 300,000.00 "
2740," 100,000.00 ",USD," 100,000.00 "
2741," 116,700.00 ",USD," 116,700.00 "
2742," 93,400.00 ",USD," 93,400.00 "
2743," 80,000.00 ",USD," 80,000.00 "
2744," 50,000.00 ",USD," 50,000.00 "
2745," 179,000.00 ",USD," 179,000.00 "
2746," 176,490.00 ",USD," 176,490.00 "
2747," 195,000.00 ",USD," 195,000.00 "
2748," 143,750.00 ",USD," 143,750.00 "
2749," 180,000.00 ",USD," 180,000.00 "
2750," 162,000.00 ",USD," 162,000.00 "
2751," 199,000.00 ",USD," 199,000.00 "
2752," 196,760.00 ",USD," 196,760.00 "
2753," 90,000.00 ",USD," 90,000.00 "
2754," 70,000.00 ",USD," 70,000.00 "
2755," 324,000.00 ",USD," 324,000.00 "
2756," 159,000.00 ",USD," 159,000.00 "
2757," 222,000.00 ",USD," 222,000.00 "
2758," 159,000.00 ",USD," 159,000.00 "
2759," 175,000.00 ",USD," 175,000.00 "
2760," 150,000.00 ",USD," 150,000.00 "
2761," 50,000.00 ",USD," 50,000.00 "
2762," 65,000.00 ",EUR," 70,179.00 "
2763," 110,000.00 ",USD," 110,000.00 "
2764," 75,000.00 ",USD," 75,000.00 "
2765," 43,000.00 ",EUR," 46,426.00 "
2766," 36,000.00 ",EUR," 38,868.00 "
2767," 220,000.00 ",USD," 220,000.00 "
2768," 80,000.00 ",USD," 80,000.00 "
2769," 167,500.00 ",USD," 167,500.00 "
2770," 106,500.00 ",USD," 106,500.00 "
2771," 150,000.00 ",USD," 150,000.00 "
2772," 130,000.00 ",USD," 130,000.00 "
2773," 150,000.00 ",USD," 150,000.00 "
2774," 130,000.00 ",USD," 130,000.00 "
2775," 126,500.00 ",USD," 126,500.00 "
2776," 78,000.00 ",USD," 78,000.00 "
2777," 4,950,806.00 ",INR," 60,207.00 "
2778," 185,900.00 ",USD," 185,900.00 "
2779," 129,300.00 ",USD," 129,300.00 "
2780," 250,000.00 ",USD," 250,000.00 "
2781," 222,000.00 ",USD," 222,000.00 "
2782," 145,000.00 ",USD," 145,000.00 "
2783," 120,000.00 ",USD," 120,000.00 "
2784," 150,000.00 ",USD," 150,000.00 "
2785," 120,000.00 ",USD," 120,000.00 "
2786," 204,500.00 ",USD," 204,500.00 "
2787," 142,200.00 ",USD," 142,200.00 "
2788," 297,000.00 ",USD," 297,000.00 "
2789," 138,000.00 ",USD," 138,000.00 "
2790," 147,600.00 ",USD," 147,600.00 "
2791," 106,300.00 ",USD," 106,300.00 "
2792," 247,300.00 ",USD," 247,300.00 "
2793," 139,700.00 ",USD," 139,700.00 "
2794," 83,376.00 ",GBP," 102,586.00 "
2795," 65,004.00 ",GBP," 79,981.00 "
2796," 131,250.00 ",USD," 131,250.00 "
2797," 128,100.00 ",USD," 128,100.00 "
2798," 116,000.00 ",USD," 116,000.00 "
2799," 90,000.00 ",USD," 90,000.00 "
2800," 174,500.00 ",USD," 174,500.00 "
2801," 113,000.00 ",USD," 113,000.00 "
2802," 56,500.00 ",USD," 56,500.00 "
2803," 36,000.00 ",EUR," 38,868.00 "
2804," 227,000.00 ",USD," 227,000.00 "
2805," 185,000.00 ",USD," 185,000.00 "
2806," 230,000.00 ",USD," 230,000.00 "
2807," 160,000.00 ",USD," 160,000.00 "
2808," 185,000.00 ",USD," 185,000.00 "
2809," 150,000.00 ",USD," 150,000.00 "
2810," 138,300.00 ",USD," 138,300.00 "
2811," 110,700.00 ",USD," 110,700.00 "
2812," 185,000.00 ",USD," 185,000.00 "
2813," 79,600.00 ",USD," 79,600.00 "
2814," 208,500.00 ",USD," 208,500.00 "
2815," 165,000.00 ",USD," 165,000.00 "
2816," 100,000.00 ",USD," 100,000.00 "
2817," 75,000.00 ",USD," 75,000.00 "
2818," 185,000.00 ",USD," 185,000.00 "
2819," 150,000.00 ",USD," 150,000.00 "
2820," 45,000.00 ",EUR," 48,585.00 "
2821," 36,000.00 ",EUR," 38,868.00 "
2822," 137,500.00 ",USD," 137,500.00 "
2823," 81,500.00 ",USD," 81,500.00 "
2824," 130,000.00 ",USD," 130,000.00 "
2825," 80,000.00 ",USD," 80,000.00 "
2826," 230,000.00 ",USD," 230,000.00 "
2827," 196,000.00 ",USD," 196,000.00 "
2828," 202,800.00 ",USD," 202,800.00 "
2829," 104,300.00 ",USD," 104,300.00 "
2830," 216,000.00 ",USD," 216,000.00 "
2831," 184,000.00 ",USD," 184,000.00 "
2832," 212,175.00 ",USD," 212,175.00 "
2833," 156,000.00 ",USD," 156,000.00 "
2834," 184,000.00 ",USD," 184,000.00 "
2835," 123,000.00 ",USD," 123,000.00 "
2836," 111,151.00 ",USD," 111,151.00 "
2837," 66,691.00 ",USD," 66,691.00 "
2838," 190,000.00 ",USD," 190,000.00 "
2839," 138,700.00 ",USD," 138,700.00 "
2840," 95,040.00 ",USD," 95,040.00 "
2841," 59,400.00 ",USD," 59,400.00 "
2842," 197,802.00 ",USD," 197,802.00 "
2843," 156,453.00 ",USD," 156,453.00 "
2844," 308,000.00 ",USD," 308,000.00 "
2845," 144,000.00 ",USD," 144,000.00 "
2846," 172,000.00 ",USD," 172,000.00 "
2847," 140,000.00 ",USD," 140,000.00 "
2848," 73,000.00 ",GBP," 89,819.00 "
2849," 59,000.00 ",GBP," 72,593.00 "
2850," 185,000.00 ",USD," 185,000.00 "
2851," 150,000.00 ",USD," 150,000.00 "
2852," 154,000.00 ",USD," 154,000.00 "
2853," 103,000.00 ",USD," 103,000.00 "
2854," 180,000.00 ",USD," 180,000.00 "
2855," 122,400.00 ",USD," 122,400.00 "
2856," 80,000.00 ",USD," 80,000.00 "
2857," 70,000.00 ",USD," 70,000.00 "
2858," 120,000.00 ",USD," 120,000.00 "
2859," 90,000.00 ",USD," 90,000.00 "
2860," 227,500.00 ",USD," 227,500.00 "
2861," 147,500.00 ",USD," 147,500.00 "
2862," 150,000.00 ",USD," 150,000.00 "
2863," 50,000.00 ",USD," 50,000.00 "
2864," 60,000.00 ",GBP," 73,824.00 "
2865," 45,000.00 ",GBP," 55,368.00 "
2866," 220,000.00 ",USD," 220,000.00 "
2867," 180,000.00 ",USD," 180,000.00 "
2868," 331,640.00 ",USD," 331,640.00 "
2869," 267,720.00 ",USD," 267,720.00 "
2870," 190,000.00 ",USD," 190,000.00 "
2871," 130,000.00 ",USD," 130,000.00 "
2872," 160,000.00 ",USD," 160,000.00 "
2873," 130,000.00 ",USD," 130,000.00 "
2874," 150,000.00 ",USD," 150,000.00 "
2875," 50,000.00 ",USD," 50,000.00 "
2876," 172,200.00 ",USD," 172,200.00 "
2877," 131,200.00 ",USD," 131,200.00 "
2878," 250,000.00 ",USD," 250,000.00 "
2879," 100,000.00 ",USD," 100,000.00 "
2880," 178,000.00 ",USD," 178,000.00 "
2881," 165,000.00 ",USD," 165,000.00 "
2882," 202,800.00 ",USD," 202,800.00 "
2883," 104,300.00 ",USD," 104,300.00 "
2884," 155,000.00 ",USD," 155,000.00 "
2885," 120,000.00 ",USD," 120,000.00 "
2886," 280,000.00 ",USD," 280,000.00 "
2887," 200,000.00 ",USD," 200,000.00 "
2888," 184,000.00 ",USD," 184,000.00 "
2889," 123,000.00 ",USD," 123,000.00 "
2890," 202,800.00 ",USD," 202,800.00 "
2891," 104,300.00 ",USD," 104,300.00 "
2892," 60,000.00 ",GBP," 73,824.00 "
2893," 55,000.00 ",GBP," 67,672.00 "
2894," 290,000.00 ",USD," 290,000.00 "
2895," 173,200.00 ",USD," 173,200.00 "
2896," 235,000.00 ",USD," 235,000.00 "
2897," 204,000.00 ",USD," 204,000.00 "
2898," 300,000.00 ",USD," 300,000.00 "
2899," 222,000.00 ",USD," 222,000.00 "
2900," 160,000.00 ",USD," 160,000.00 "
2901," 136,000.00 ",USD," 136,000.00 "
2902," 206,000.00 ",USD," 206,000.00 "
2903," 134,000.00 ",USD," 134,000.00 "
2904," 155,000.00 ",USD," 155,000.00 "
2905," 105,000.00 ",USD," 105,000.00 "
2906," 287,500.00 ",USD," 287,500.00 "
2907," 212,500.00 ",USD," 212,500.00 "
2908," 190,027.00 ",USD," 190,027.00 "
2909," 152,022.00 ",USD," 152,022.00 "
2910," 18,000.00 ",EUR," 19,434.00 "
2911," 130,000.00 ",USD," 130,000.00 "
2912," 100,000.00 ",USD," 100,000.00 "
2913," 250,000.00 ",USD," 250,000.00 "
2914," 125,000.00 ",USD," 125,000.00 "
2915," 131,000.00 ",USD," 131,000.00 "
2916," 88,000.00 ",USD," 88,000.00 "
2917," 80,000.00 ",USD," 80,000.00 "
2918," 50,000.00 ",USD," 50,000.00 "
2919," 198,000.00 ",USD," 198,000.00 "
2920," 132,000.00 ",USD," 132,000.00 "
2921," 125,000.00 ",USD," 125,000.00 "
2922," 115,000.00 ",USD," 115,000.00 "
2923," 184,000.00 ",USD," 184,000.00 "
2924," 123,000.00 ",USD," 123,000.00 "
2925," 145,000.00 ",USD," 145,000.00 "
2926," 130,000.00 ",USD," 130,000.00 "
2927," 170,700.00 ",USD," 170,700.00 "
2928," 113,900.00 ",USD," 113,900.00 "
2929," 184,000.00 ",USD," 184,000.00 "
2930," 123,000.00 ",USD," 123,000.00 "
2931," 280,000.00 ",USD," 280,000.00 "
2932," 200,000.00 ",USD," 200,000.00 "
2933," 185,000.00 ",USD," 185,000.00 "
2934," 81,000.00 ",USD," 81,000.00 "
2935," 220,000.00 ",USD," 220,000.00 "
2936," 80,000.00 ",USD," 80,000.00 "
2937," 185,000.00 ",USD," 185,000.00 "
2938," 123,000.00 ",USD," 123,000.00 "
2939," 80,000.00 ",USD," 80,000.00 "
2940," 75,000.00 ",USD," 75,000.00 "
2941," 150,000.00 ",USD," 150,000.00 "
2942," 130,000.00 ",USD," 130,000.00 "
2943," 53,000.00 ",USD," 53,000.00 "
2944," 48,000.00 ",USD," 48,000.00 "
2945," 300,000.00 ",GBP," 369,120.00 "
2946," 60,000.00 ",GBP," 73,824.00 "
2947," 150,000.00 ",USD," 150,000.00 "
2948," 125,000.00 ",USD," 125,000.00 "
2949," 150,000.00 ",USD," 150,000.00 "
2950," 130,000.00 ",USD," 130,000.00 "
2951," 57,500.00 ",GBP," 70,748.00 "
2952," 54,500.00 ",GBP," 67,056.00 "
2953," 190,000.00 ",USD," 190,000.00 "
2954," 170,000.00 ",USD," 170,000.00 "
2955," 125,000.00 ",USD," 125,000.00 "
2956," 115,000.00 ",USD," 115,000.00 "
2957," 130,000.00 ",USD," 130,000.00 "
2958," 101,570.00 ",USD," 101,570.00 "
2959," 150,000.00 ",USD," 150,000.00 "
2960," 115,000.00 ",USD," 115,000.00 "
2961," 184,000.00 ",USD," 184,000.00 "
2962," 123,000.00 ",USD," 123,000.00 "
2963," 194,000.00 ",USD," 194,000.00 "
2964," 175,000.00 ",USD," 175,000.00 "
2965," 185,000.00 ",USD," 185,000.00 "
2966," 160,000.00 ",USD," 160,000.00 "
2967," 185,000.00 ",USD," 185,000.00 "
2968," 50,000.00 ",USD," 50,000.00 "
2969," 80,000.00 ",USD," 80,000.00 "
2970," 70,000.00 ",USD," 70,000.00 "
2971," 254,000.00 ",USD," 254,000.00 "
2972," 200,000.00 ",USD," 200,000.00 "
2973," 130,916.00 ",USD," 130,916.00 "
2974," 120,000.00 ",USD," 120,000.00 "
2975," 160,000.00 ",USD," 160,000.00 "
2976," 130,000.00 ",USD," 130,000.00 "
2977," 218,213.00 ",USD," 218,213.00 "
2978," 178,538.00 ",USD," 178,538.00 "
2979," 222,200.00 ",USD," 222,200.00 "
2980," 136,000.00 ",USD," 136,000.00 "
2981," 316,000.00 ",USD," 316,000.00 "
2982," 202,000.00 ",USD," 202,000.00 "
2983," 222,200.00 ",USD," 222,200.00 "
2984," 136,000.00 ",USD," 136,000.00 "
2985," 189,750.00 ",USD," 189,750.00 "
2986," 119,213.00 ",USD," 119,213.00 "
2987," 162,000.00 ",USD," 162,000.00 "
2988," 130,000.00 ",USD," 130,000.00 "
2989," 170,200.00 ",USD," 170,200.00 "
2990," 83,900.00 ",USD," 83,900.00 "
2991," 202,800.00 ",USD," 202,800.00 "
2992," 104,300.00 ",USD," 104,300.00 "
2993," 250,944.00 ",USD," 250,944.00 "
2994," 205,318.00 ",USD," 205,318.00 "
2995," 155,000.00 ",USD," 155,000.00 "
2996," 125,000.00 ",USD," 125,000.00 "
2997," 135,000.00 ",USD," 135,000.00 "
2998," 114,000.00 ",USD," 114,000.00 "
2999," 218,213.00 ",USD," 218,213.00 "
3000," 178,538.00 ",USD," 178,538.00 "
3001," 240,000.00 ",USD," 240,000.00 "
3002," 163,200.00 ",USD," 163,200.00 "
3003," 258,800.00 ",USD," 258,800.00 "
3004," 199,200.00 ",USD," 199,200.00 "
3005," 215,625.00 ",USD," 215,625.00 "
3006," 159,375.00 ",USD," 159,375.00 "
3007," 155,000.00 ",USD," 155,000.00 "
3008," 125,000.00 ",USD," 125,000.00 "
3009," 170,000.00 ",USD," 170,000.00 "
3010," 100,000.00 ",USD," 100,000.00 "
3011," 234,000.00 ",USD," 234,000.00 "
3012," 208,000.00 ",USD," 208,000.00 "
3013," 203,000.00 ",USD," 203,000.00 "
3014," 133,000.00 ",USD," 133,000.00 "
3015," 272,400.00 ",USD," 272,400.00 "
3016," 140,100.00 ",USD," 140,100.00 "
3017," 282,000.00 ",USD," 282,000.00 "
3018," 208,000.00 ",USD," 208,000.00 "
3019," 93,919.00 ",USD," 93,919.00 "
3020," 51,962.00 ",USD," 51,962.00 "
3021," 211,000.00 ",USD," 211,000.00 "
3022," 185,000.00 ",USD," 185,000.00 "
3023," 118,800.00 ",USD," 118,800.00 "
3024," 75,000.00 ",USD," 75,000.00 "
3025," 159,350.00 ",USD," 159,350.00 "
3026," 130,100.00 ",USD," 130,100.00 "
3027," 262,000.00 ",USD," 262,000.00 "
3028," 245,000.00 ",USD," 245,000.00 "
3029," 190,000.00 ",USD," 190,000.00 "
3030," 150,000.00 ",USD," 150,000.00 "
3031," 205,218.00 ",USD," 205,218.00 "
3032," 136,743.00 ",USD," 136,743.00 "
3033," 185,000.00 ",USD," 185,000.00 "
3034," 94,600.00 ",USD," 94,600.00 "
3035," 160,000.00 ",USD," 160,000.00 "
3036," 107,000.00 ",USD," 107,000.00 "
3037," 264,400.00 ",USD," 264,400.00 "
3038," 176,300.00 ",USD," 176,300.00 "
3039," 160,000.00 ",USD," 160,000.00 "
3040," 107,000.00 ",USD," 107,000.00 "
3041," 275,000.00 ",USD," 275,000.00 "
3042," 175,000.00 ",USD," 175,000.00 "
3043," 76,000.00 ",USD," 76,000.00 "
3044," 50,000.00 ",EUR," 53,984.00 "
3045," 40,000.00 ",EUR," 43,187.00 "
3046," 80,800.00 ",USD," 80,800.00 "
3047," 53,800.00 ",USD," 53,800.00 "
3048," 150,000.00 ",USD," 150,000.00 "
3049," 125,000.00 ",USD," 125,000.00 "
3050," 210,000.00 ",USD," 210,000.00 "
3051," 180,000.00 ",USD," 180,000.00 "
3052," 210,000.00 ",USD," 210,000.00 "
3053," 155,000.00 ",USD," 155,000.00 "
3054," 169,500.00 ",USD," 169,500.00 "
3055," 138,000.00 ",USD," 138,000.00 "
3056," 226,700.00 ",USD," 226,700.00 "
3057," 133,300.00 ",USD," 133,300.00 "
3058," 278,700.00 ",USD," 278,700.00 "
3059," 159,300.00 ",USD," 159,300.00 "
3060," 180,000.00 ",USD," 180,000.00 "
3061," 120,000.00 ",USD," 120,000.00 "
3062," 125,000.00 ",USD," 125,000.00 "
3063," 115,000.00 ",USD," 115,000.00 "
3064," 297,300.00 ",USD," 297,300.00 "
3065," 198,200.00 ",USD," 198,200.00 "
3066," 204,500.00 ",USD," 204,500.00 "
3067," 138,900.00 ",USD," 138,900.00 "
3068," 110,400.00 ",USD," 110,400.00 "
3069," 68,000.00 ",USD," 68,000.00 "
3070," 260,600.00 ",USD," 260,600.00 "
3071," 170,500.00 ",USD," 170,500.00 "
3072," 63,750.00 ",USD," 63,750.00 "
3073," 46,400.00 ",USD," 46,400.00 "
3074," 214,872.00 ",USD," 214,872.00 "
3075," 186,846.00 ",USD," 186,846.00 "
3076," 95,000.00 ",USD," 95,000.00 "
3077," 70,600.00 ",USD," 70,600.00 "
3078," 149,500.00 ",USD," 149,500.00 "
3079," 127,075.00 ",USD," 127,075.00 "
3080," 162,000.00 ",USD," 162,000.00 "
3081," 111,000.00 ",USD," 111,000.00 "
3082," 280,000.00 ",USD," 280,000.00 "
3083," 182,750.00 ",USD," 182,750.00 "
3084," 212,800.00 ",USD," 212,800.00 "
3085," 124,100.00 ",USD," 124,100.00 "
3086," 196,000.00 ",USD," 196,000.00 "
3087," 142,600.00 ",USD," 142,600.00 "
3088," 185,000.00 ",USD," 185,000.00 "
3089," 79,600.00 ",USD," 79,600.00 "
3090," 193,000.00 ",USD," 193,000.00 "
3091," 110,000.00 ",USD," 110,000.00 "
3092," 245,000.00 ",USD," 245,000.00 "
3093," 185,000.00 ",USD," 185,000.00 "
3094," 154,000.00 ",USD," 154,000.00 "
3095," 103,000.00 ",USD," 103,000.00 "
3096," 80,000.00 ",USD," 80,000.00 "
3097," 70,000.00 ",USD," 70,000.00 "
3098," 250,000.00 ",USD," 250,000.00 "
3099," 225,000.00 ",USD," 225,000.00 "
3100," 90,000.00 ",USD," 90,000.00 "
3101," 80,000.00 ",USD," 80,000.00 "
3102," 50,000.00 ",GBP," 61,520.00 "
3103," 40,000.00 ",GBP," 49,216.00 "
3104," 205,000.00 ",USD," 205,000.00 "
3105," 167,500.00 ",USD," 167,500.00 "
3106," 202,600.00 ",USD," 202,600.00 "
3107," 168,800.00 ",USD," 168,800.00 "
3108," 164,000.00 ",USD," 164,000.00 "
3109," 130,000.00 ",USD," 130,000.00 "
3110," 240,000.00 ",USD," 240,000.00 "
3111," 220,000.00 ",USD," 220,000.00 "
3112," 168,000.00 ",USD," 168,000.00 "
