id_employee,job_title, salary ,id_currency, salary_in_usd ,id_work_year,id_experience_level,id_remote_ratio,id_company
3343,Research Engineer,"190,400.00",1,"190,400.00",4,1,1,1
3344,Data Scientist,"204,000.00",1,"204,000.00",4,1,3,1
3345,Data Scientist,"127,500.00",1,"127,500.00",4,1,3,1
3346,Data Scientist,"250,000.00",1,"250,000.00",4,2,1,1
3347,Data Scientist,"125,000.00",1,"125,000.00",4,2,1,1
3348,Research Engineer,"385,000.00",1,"385,000.00",4,1,1,1
3349,Research Engineer,"310,000.00",1,"310,000.00",4,1,1,1
3350,Data Analyst,"120,000.00",1,"120,000.00",4,1,3,1
3351,Data Analyst,"88,000.00",1,"88,000.00",4,1,3,1
3352,Machine Learning Engineer,"158,000.00",1,"158,000.00",4,1,3,1
3353,Machine Learning Engineer,"108,000.00",1,"108,000.00",4,1,3,1
3354,Data Engineer,"385,000.00",1,"385,000.00",4,1,1,1
3355,Data Engineer,"310,000.00",1,"310,000.00",4,1,1,1
3356,Data Engineer,"247,300.00",1,"247,300.00",4,1,1,1
3357,Data Engineer,"139,700.00",1,"139,700.00",4,1,1,1
3358,Data Scientist,"240,000.00",1,"240,000.00",4,1,3,1
3359,Data Scientist,"180,000.00",1,"180,000.00",4,1,3,1
3360,Data Engineer,"130,000.00",1,"130,000.00",4,1,3,1
3361,Data Engineer,"101,570.00",1,"101,570.00",4,1,3,1
3362,Data Scientist,"210,000.00",1,"210,000.00",4,1,1,1
3363,Data Scientist,"165,000.00",1,"165,000.00",4,1,1,1
3364,AI Engineer,"170,200.00",1,"170,200.00",4,1,1,1
3365,AI Engineer,"83,900.00",1,"83,900.00",4,1,1,1
3366,Applied Scientist,"222,200.00",1,"222,200.00",4,1,1,3
3367,Applied Scientist,"136,000.00",1,"136,000.00",4,1,1,3
3368,Data Engineer,"169,000.00",1,"169,000.00",4,2,1,1
3369,Data Engineer,"91,000.00",1,"91,000.00",4,2,1,1
3370,Data Scientist,"135,000.00",1,"135,000.00",4,3,1,1
3371,Data Scientist,"110,000.00",1,"110,000.00",4,3,1,1
3372,Data Engineer,"105,000.00",3,"129,192.00",4,1,1,7
3373,Data Engineer,"80,000.00",3,"98,432.00",4,1,1,7
3374,AI Engineer,"300,000.00",3,"369,120.00",4,2,1,7
3375,AI Engineer,"33,063.00",3,"40,680.00",4,2,1,7
3376,Research Scientist,"150,000.00",1,"150,000.00",4,1,3,1
3377,Research Scientist,"130,000.00",1,"130,000.00",4,1,3,1
3378,Data Engineer,"128,000.00",1,"128,000.00",4,1,1,1
3379,Data Engineer,"81,500.00",1,"81,500.00",4,1,1,1
3380,Data Architect,"306,000.00",1,"306,000.00",4,1,3,1
3381,Data Architect,"204,000.00",1,"204,000.00",4,1,3,1
3382,Data Scientist,"185,900.00",1,"185,900.00",4,1,1,1
3383,Data Scientist,"129,300.00",1,"129,300.00",4,1,1,1
3384,Machine Learning Engineer,"204,500.00",1,"204,500.00",4,1,1,1
3385,Machine Learning Engineer,"142,200.00",1,"142,200.00",4,1,1,1
3386,Machine Learning Engineer,"70,000.00",2,"75,577.00",4,2,1,31
3387,Data Engineer,"18,000.00",1,"18,000.00",4,3,2,6
3388,Data Analyst,"300,000.00",3,"369,120.00",4,2,1,7
3389,Data Analyst,"50,000.00",3,"61,520.00",4,2,1,7
3390,Head of Data,"270,000.00",1,"270,000.00",4,4,3,1
3391,Head of Data,"200,000.00",1,"200,000.00",4,4,3,1
3392,Data Scientist,"204,500.00",1,"204,500.00",4,2,1,1
3393,Data Scientist,"142,200.00",1,"142,200.00",4,2,1,1
3394,Data Analyst,"75,000.00",3,"92,280.00",4,2,1,7
3395,Data Analyst,"55,000.00",3,"67,672.00",4,2,1,7
3396,Data Engineer,"188,600.00",1,"188,600.00",4,1,1,1
3397,Data Engineer,"111,550.00",1,"111,550.00",4,1,1,1
3398,Machine Learning Engineer,"230,000.00",1,"230,000.00",4,1,1,1
3399,Machine Learning Engineer,"160,000.00",1,"160,000.00",4,1,1,1
3400,Data Engineer,"247,300.00",1,"247,300.00",4,1,1,1
3401,Data Engineer,"139,700.00",1,"139,700.00",4,1,1,1
3402,AI Engineer,"360,000.00",1,"360,000.00",4,1,1,1
3403,AI Engineer,"240,000.00",1,"240,000.00",4,1,1,1
3404,ETL Developer,"129,100.00",1,"129,100.00",4,1,1,1
3405,ETL Developer,"111,400.00",1,"111,400.00",4,1,1,1
3406,Data Analyst,"135,000.00",1,"135,000.00",4,1,3,1
3407,Data Analyst,"110,000.00",1,"110,000.00",4,1,3,1
3408,Machine Learning Engineer,"214,500.00",1,"214,500.00",4,1,1,1
3409,Machine Learning Engineer,"132,600.00",1,"132,600.00",4,1,1,1
3410,Data Analyst,"120,000.00",1,"120,000.00",4,1,1,1
3411,Data Analyst,"100,000.00",1,"100,000.00",4,1,1,1
3412,Machine Learning Engineer,"242,921.00",1,"242,921.00",4,1,1,1
3413,Machine Learning Engineer,"170,045.00",1,"170,045.00",4,1,1,1
3414,Data Engineer,"225,000.00",1,"225,000.00",4,1,3,1
3415,Data Engineer,"175,000.00",1,"175,000.00",4,1,3,1
3416,Data Scientist,"180,000.00",1,"180,000.00",4,2,1,1
3417,Data Scientist,"162,000.00",1,"162,000.00",4,2,1,1
3418,Data Architect,"175,000.00",1,"175,000.00",4,1,1,1
3419,Data Architect,"90,000.00",1,"90,000.00",4,1,1,1
3420,Data Scientist,"156,450.00",1,"156,450.00",4,3,1,1
3421,Data Scientist,"119,200.00",1,"119,200.00",4,3,1,1
3422,Data Scientist,"245,000.00",1,"245,000.00",4,1,1,1
3423,Data Scientist,"185,000.00",1,"185,000.00",4,1,1,1
3424,Machine Learning Engineer,"214,500.00",1,"214,500.00",4,1,1,1
3425,Machine Learning Engineer,"132,600.00",1,"132,600.00",4,1,1,1
3426,Data Scientist,"154,800.00",1,"154,800.00",4,2,1,1
3427,Data Scientist,"76,300.00",1,"76,300.00",4,2,1,1
3428,Data Scientist,"178,600.00",1,"178,600.00",4,1,1,1
3429,Data Scientist,"88,600.00",1,"88,600.00",4,1,1,1
3430,Research Scientist,"248,100.00",1,"248,100.00",4,1,1,1
3431,Research Scientist,"145,900.00",1,"145,900.00",4,1,1,1
3432,Data Analyst,"93,919.00",1,"93,919.00",4,1,3,1
3433,Data Analyst,"51,962.00",1,"51,962.00",4,1,3,1
3434,Data Scientist,"207,345.00",1,"207,345.00",4,1,3,1
3435,Data Scientist,"180,300.00",1,"180,300.00",4,1,3,1
3436,Machine Learning Engineer,"200,000.00",1,"200,000.00",4,1,1,1
3437,Machine Learning Engineer,"140,000.00",1,"140,000.00",4,1,1,1
3438,Analytics Engineer,"205,000.00",1,"205,000.00",4,1,1,1
3439,Analytics Engineer,"167,500.00",1,"167,500.00",4,1,1,1
3440,Data Analyst,"140,000.00",1,"140,000.00",4,1,3,1
3441,Data Analyst,"110,000.00",1,"110,000.00",4,1,3,1
3442,Data Scientist,"228,045.00",1,"228,045.00",4,1,3,1
3443,Data Scientist,"198,300.00",1,"198,300.00",4,1,3,1
3444,Data Engineer,"150,000.00",1,"150,000.00",4,1,3,1
3445,Data Engineer,"140,000.00",1,"140,000.00",4,1,3,1
3446,Data Analyst,"100,000.00",1,"100,000.00",4,1,1,1
3447,Data Analyst,"75,000.00",1,"75,000.00",4,1,1,1
3448,Data Scientist,"45,000.00",2,"48,585.00",4,1,1,17
3449,Data Scientist,"36,000.00",2,"38,868.00",4,1,1,17
3450,BI Developer,"100,000.00",1,"100,000.00",4,2,1,1
3451,BI Developer,"75,000.00",1,"75,000.00",4,2,1,1
3452,Data Scientist,"72,360.00",2,"78,125.00",4,2,1,44
3453,Data Scientist,"37,440.00",2,"40,423.00",4,2,1,44
3454,Data Modeler,"140,000.00",1,"140,000.00",4,1,1,1
3455,Data Modeler,"100,000.00",1,"100,000.00",4,1,1,1
3456,Data Analytics Manager,"125,000.00",1,"125,000.00",4,2,1,1
3457,Data Analytics Manager,"120,000.00",1,"120,000.00",4,2,1,1
3458,Business Intelligence Analyst,"127,000.00",1,"127,000.00",4,1,1,1
