"work_year","location_name","MAX_wage","MIN_wage"
2024,"Estados Unidos de Norteamerica","750000.00","0"
2023,"Estados Unidos de Norteamerica","750000.00","0"
2020,"Estados Unidos de Norteamerica","450000.00","0"
2022,"Ghana","0","15000.00"
2020,"Canada","0","15000.00"
2021,"Thaland","0","15000.00"
